"","Park","Year","SingleVisitorEntryFee"
"2135","Voyageurs NP","2008",NA
"2136","Voyageurs NP","2009",NA
"2137","Voyageurs NP","2010",NA
"2138","Voyageurs NP","2011",NA
"2139","Voyageurs NP","2012",NA
"2140","Voyageurs NP","2013",NA
"2141","Voyageurs NP","2014",NA
"2142","Voyageurs NP","2015",NA
"2143","Voyageurs NP","2016",NA
"2144","Voyageurs NP","2017",NA
"2145","Voyageurs NP","2018",NA
"2146","Wind Cave NP","1980",NA
"2147","Wind Cave NP","1981",NA
"2148","Wind Cave NP","1982",NA
"2149","Wind Cave NP","1983",NA
"2150","Wind Cave NP","1984",NA
"2151","Wind Cave NP","1985",NA
"2152","Wind Cave NP","1986",NA
"2153","Wind Cave NP","1987",NA
"2154","Wind Cave NP","1988",NA
"2155","Wind Cave NP","1989",NA
"2156","Wind Cave NP","1990",NA
"2157","Wind Cave NP","1991",NA
"2158","Wind Cave NP","1992",NA
"2159","Wind Cave NP","1993",NA
"2160","Wind Cave NP","1994",NA
"2161","Wind Cave NP","1995",NA
"2162","Wind Cave NP","1996",NA
"2163","Wind Cave NP","1997",NA
"2164","Wind Cave NP","1998",NA
"2165","Wind Cave NP","1999",NA
"2166","Wind Cave NP","2000",NA
"2167","Wind Cave NP","2001",NA
"2168","Wind Cave NP","2002",NA
"2169","Wind Cave NP","2003",NA
"2170","Wind Cave NP","2004",NA
"2171","Wind Cave NP","2005",NA
"2172","Wind Cave NP","2006",NA
"2173","Wind Cave NP","2007",NA
"2174","Wind Cave NP","2008",NA
"2175","Wind Cave NP","2009",NA
"2176","Wind Cave NP","2010",NA
"2177","Wind Cave NP","2011",NA
"2178","Wind Cave NP","2012",NA
"2179","Wind Cave NP","2013",NA
"2180","Wind Cave NP","2014",NA
"2181","Wind Cave NP","2015",NA
"2182","Wind Cave NP","2016",NA
"2183","Wind Cave NP","2017",NA
"2184","Wind Cave NP","2018",NA
"2185","Wrangell-St. Elias NP & PRES","1980",NA
"2186","Wrangell-St. Elias NP & PRES","1981",NA
"2187","Wrangell-St. Elias NP & PRES","1982",NA
"2188","Wrangell-St. Elias NP & PRES","1983",NA
"2189","Wrangell-St. Elias NP & PRES","1984",NA
"2190","Wrangell-St. Elias NP & PRES","1985",NA
"2191","Wrangell-St. Elias NP & PRES","1986",NA
"2192","Wrangell-St. Elias NP & PRES","1987",NA
"2193","Wrangell-St. Elias NP & PRES","1988",NA
"2194","Wrangell-St. Elias NP & PRES","1989",NA
"2195","Wrangell-St. Elias NP & PRES","1990",NA
"2196","Wrangell-St. Elias NP & PRES","1991",NA
"2197","Wrangell-St. Elias NP & PRES","1992",NA
"2198","Wrangell-St. Elias NP & PRES","1993",NA
"2199","Wrangell-St. Elias NP & PRES","1994",NA
"2200","Wrangell-St. Elias NP & PRES","1995",NA
"2201","Wrangell-St. Elias NP & PRES","1996",NA
"2202","Wrangell-St. Elias NP & PRES","1997",NA
"2203","Wrangell-St. Elias NP & PRES","1998",NA
"2204","Wrangell-St. Elias NP & PRES","1999",NA
"2205","Wrangell-St. Elias NP & PRES","2000",NA
"2206","Wrangell-St. Elias NP & PRES","2001",NA
"2207","Wrangell-St. Elias NP & PRES","2002",NA
"2208","Wrangell-St. Elias NP & PRES","2003",NA
"2209","Wrangell-St. Elias NP & PRES","2004",NA
"2210","Wrangell-St. Elias NP & PRES","2005",NA
"2211","Wrangell-St. Elias NP & PRES","2006",NA
"2212","Wrangell-St. Elias NP & PRES","2007",NA
"2213","Wrangell-St. Elias NP & PRES","2008",NA
"2214","Wrangell-St. Elias NP & PRES","2009",NA
"2215","Wrangell-St. Elias NP & PRES","2010",NA
"2216","Wrangell-St. Elias NP & PRES","2011",NA
"2217","Wrangell-St. Elias NP & PRES","2012",NA
"2218","Wrangell-St. Elias NP & PRES","2013",NA
"2219","Wrangell-St. Elias NP & PRES","2014",NA
"2220","Wrangell-St. Elias NP & PRES","2015",NA
"2221","Wrangell-St. Elias NP & PRES","2016",NA
"2222","Wrangell-St. Elias NP & PRES","2017",NA
"2223","Wrangell-St. Elias NP & PRES","2018",NA
"2224","Yellowstone NP","1980",NA
"2225","Yellowstone NP","1981",NA
"2226","Yellowstone NP","1982",NA
"2227","Yellowstone NP","1983",NA
"2228","Yellowstone NP","1984",NA
"2229","Yellowstone NP","1985",NA
"2230","Yellowstone NP","1986",NA
"2231","Yellowstone NP","1987",NA
"2232","Yellowstone NP","1988",NA
"2233","Yellowstone NP","1989",NA
"2234","Yellowstone NP","1990",NA
"2235","Yellowstone NP","1991",NA
"2236","Yellowstone NP","1992",NA
"2237","Yellowstone NP","1993",NA
"2238","Yellowstone NP","1994",NA
"2239","Yellowstone NP","1995",NA
"2240","Yellowstone NP","1996",NA
"2241","Yellowstone NP","1997",NA
"2242","Yellowstone NP","1998",NA
"2243","Yellowstone NP","1999",NA
"2244","Yellowstone NP","2000",NA
"2245","Yellowstone NP","2001",NA
"2246","Yellowstone NP","2002",NA
"2247","Yellowstone NP","2003",NA
"2248","Yellowstone NP","2004",NA
"2249","Yellowstone NP","2005",NA
"2250","Yellowstone NP","2006",NA
"2251","Yellowstone NP","2007",NA
"2252","Yellowstone NP","2008",NA
"2253","Yellowstone NP","2009",NA
"2254","Yellowstone NP","2010",NA
"2255","Yellowstone NP","2011",NA
"2256","Yellowstone NP","2012",NA
"2257","Yellowstone NP","2013",NA
"2258","Yellowstone NP","2014",NA
"2259","Yellowstone NP","2015",NA
"2260","Yellowstone NP","2016",NA
"2261","Yellowstone NP","2017",NA
"2262","Yellowstone NP","2018",NA
"2263","Yosemite NP","1980",NA
"2264","Yosemite NP","1981",NA
"2265","Yosemite NP","1982",NA
"2266","Yosemite NP","1983",NA
"2267","Yosemite NP","1984",NA
"2268","Yosemite NP","1985",NA
"2269","Yosemite NP","1986",NA
"2270","Yosemite NP","1987",NA
"2271","Yosemite NP","1988",NA
"2272","Yosemite NP","1989",NA
"2273","Yosemite NP","1990",NA
"2274","Yosemite NP","1991",NA
"2275","Yosemite NP","1992",NA
"2276","Yosemite NP","1993",NA
"2277","Yosemite NP","1994",NA
"2278","Yosemite NP","1995",NA
"2279","Yosemite NP","1996",NA
"2280","Yosemite NP","1997",NA
"2281","Yosemite NP","1998",NA
"2282","Yosemite NP","1999",NA
"2283","Yosemite NP","2000",NA
"2284","Yosemite NP","2001",NA
"2285","Yosemite NP","2002",NA
"2286","Yosemite NP","2003",NA
"2287","Yosemite NP","2004",NA
"2288","Yosemite NP","2005",NA
"2289","Yosemite NP","2006",NA
"2290","Yosemite NP","2007",NA
"2291","Yosemite NP","2008",NA
"2292","Yosemite NP","2009",NA
"2293","Yosemite NP","2010",NA
"2294","Yosemite NP","2011",NA
"2295","Yosemite NP","2012",NA
"2296","Yosemite NP","2013",NA
"2297","Yosemite NP","2014",NA
"2298","Yosemite NP","2015",NA
"2299","Yosemite NP","2016",NA
"2300","Yosemite NP","2017",NA
"2301","Yosemite NP","2018",NA
"2302","Zion NP","1980",NA
"2303","Zion NP","1981",NA
"2304","Zion NP","1982",NA
"2305","Zion NP","1983",NA
"2306","Zion NP","1984",NA
"2307","Zion NP","1985",NA
"2308","Zion NP","1986",NA
"2309","Zion NP","1987",NA
"2310","Zion NP","1988",NA
"2311","Zion NP","1989",NA
"2312","Zion NP","1990",NA
"2313","Zion NP","1991",NA
"2314","Zion NP","1992",NA
"2315","Zion NP","1993",NA
"2316","Zion NP","1994",NA
"2317","Zion NP","1995",NA
"2318","Zion NP","1996",NA
"2319","Zion NP","1997",NA
"2320","Zion NP","1998",NA
"2321","Zion NP","1999",NA
"2322","Zion NP","2000",NA
"2323","Zion NP","2001",NA
"2324","Zion NP","2002",NA
"2325","Zion NP","2003",NA
"2326","Zion NP","2004",NA
"2327","Zion NP","2005",NA
"2328","Zion NP","2006",NA
"2329","Zion NP","2007",NA
"2330","Zion NP","2008",NA
"2331","Zion NP","2009",NA
"2332","Zion NP","2010",NA
"2333","Zion NP","2011",NA
"2334","Zion NP","2012",NA
"2335","Zion NP","2013",NA
"2336","Zion NP","2014",NA
"2337","Zion NP","2015",NA
"2338","Zion NP","2016",NA
"2339","Zion NP","2017",NA
"2340","Zion NP","2018",NA
